X,Y,OBJECTID,TYPE,SUBTYPE,SCHEDULE,NAME,WORKFLOWID
174.640423,-36.939885,3043,,,2034,Kauri,
174.641519,-36.942853,3044,,,2035,Kahikatea grove,
174.643012,-36.939402,3045,,,2036,Rimu,
174.679412,-36.905565,3046,,,2037,Puriri & Flowering Gum,
174.679115,-36.904824,3047,,,2038,Ginkgo,
174.679477,-36.9057,3048,,,2039,Puriri,
174.672001,-36.916364,3049,,,2040,"Nikau, Kauri, Totara",
174.681761,-36.926288,3050,,,2041,English Oak (2),
174.681792,-36.926637,3051,,,2042,Varigated Kermadec Pohutukawa,
174.681833,-36.925296,3052,,,2043,English Oak,
174.653454,-36.91492,3053,,,2044,Pohutukawa,
174.662452,-36.927428,3054,,,2045,Kawaka,
174.658275,-36.93826,3055,,,2046,"Kauri(2), Macrocarpa (2), Rata",
174.659392,-36.938694,3056,,,2047,"Kahikatea, Kauri grove",
174.65976,-36.93883,3057,,,2048,Kauri grove,
174.6601,-36.938981,3058,,,2048,Kauri grove,
174.660507,-36.938338,3059,,,2049,Kauri grove,
174.660128,-36.938266,3060,,,2050,Kauri,
174.660368,-36.938006,3061,,,2051,Kauri (3),
174.659754,-36.936527,3062,,,2052,Kauri grove,
174.659542,-36.936683,3063,,,2053,Kauri,
174.658937,-36.936295,3064,,,2054,"Group of Kauri, Rimu",
174.659067,-36.936497,3065,,,2055,Totara,
174.654376,-36.953725,3066,,,2056,Macrocarpa,
174.651909,-36.961019,3067,,,2057,Kauri,
174.652749,-36.9606,3068,,,2058,Kauri,
174.652826,-36.960757,3069,,,2059,Kauri,
174.689333,-36.916459,3070,,,2061,"Pohutukawa, Oak",
174.689111,-36.916468,3071,,,2060,"Pohutukawa, Oak",
174.63001,-36.951756,3072,,,2062,"Kauri grove, native bush",
174.630159,-36.951938,3073,,,2063,"Kauri grove, native bush",
174.630205,-36.952185,3074,,,2064,"Kauri grove, native bush",
174.656019,-36.834045,3075,,,2065,Kauri,
174.668074,-36.912431,3076,,,2066,"Oak, Totara",
174.634323,-36.971875,3077,,,2067,"Totara, Pohutukawa",
174.653282,-36.911716,3078,,,2068,"Pohutukawa, Totara",
174.688976,-36.930726,3079,,,2069,"Pohutukawa (2), Kahikatea",
174.689006,-36.930908,3080,,,2070,"Pohutukawa (2), Kahikatea",
174.64698,-36.841122,3081,,,2071,Kauri,
174.6532,-36.84229,3082,,,2072,Kauri (5),
174.649387,-36.841305,3083,,,2073,Kauri,
174.648425,-36.842137,3084,,,2074,Kauri,
174.646372,-36.841988,3085,,,2075,Kauri (4),
174.627176,-36.867166,3086,,,2076,Peppermint Gum,
174.64411,-36.841579,3087,,,2077,Kauri,
174.726271,-36.816108,3088,,,1300,"18 Kauri, eucalyptus",
174.614209,-36.882802,3089,,,2078,Magnolia,
174.634611,-36.863027,3090,,,2079,Oak,
174.590808,-36.917358,3091,,,2081,Coast Redwood grove,
174.604868,-36.913965,3092,,,2080,Coast Redwood,
174.623857,-36.943347,3093,,,2082,Rimu,
174.637495,-36.921714,3094,,,2083,"Peppermint Gum, Silver Dollar, Gum/Eucalyptus, Queensland Box",
174.637586,-36.921978,3095,,,2084,Peppermint Gum,
174.637864,-36.921347,3096,,,2086,Puriri,
174.637585,-36.920777,3097,,,2085,"Yellow Gum, Pohutukawa",
174.637026,-36.821935,3098,,,2088,Oak,
174.63741,-36.821795,3099,,,2089,Oak,
174.665351,-36.922497,3100,,,2090,"Totara (4), Rimu (1)",
174.662195,-36.922566,3101,,,2091,Kowhai,
174.603553,-36.871855,3102,,,2092,Oak,
174.648629,-36.961824,3103,,,2093,Puriri,
174.649373,-36.963505,3104,,,2094,"Pohutukawa (1), Kermadec Pohutukawa (1), Totara, Rimu, Kauri grove, Kowhai (1),",
174.650257,-36.963747,3105,,,2095,"Kauri, Kahikatea",
174.650501,-36.964062,3106,,,2096,"Kauri grove, Kahikatea (2)",
174.661482,-36.939214,3107,,,2097,"Kauri, Kahikatea, Kanuka, Kohekohe grove",
174.66232,-36.937423,3108,,,2098,Rimu (3),
174.661264,-36.938179,3109,,,2099,Rimu,
174.661529,-36.938922,3110,,,2100,Puriri,
174.659256,-36.939872,3111,,,2101,"Kauri,Kahikatea",
174.658883,-36.939609,3112,,,2102,"Kauri, Rimu, Kahikatea",
174.658483,-36.939317,3113,,,2102,"Kauri, Rimu, Kahikatea",
174.656413,-36.940754,3114,,,2103,Kauri (2),
174.656231,-36.940261,3115,,,2104,Kauri,
174.65599,-36.940283,3116,,,2105,"Kauri, Rimu (2)",
174.655822,-36.940205,3117,,,2106,Puriri,
174.65502,-36.941274,3118,,,2107,Kauri (2),
174.655362,-36.942918,3119,,,2108,Japanese Cedar,
174.655288,-36.94359,3120,,,2109,"Kauri, Puriri, Totara",
174.654344,-36.94288,3121,,,2110,Puriri,
174.654351,-36.943047,3122,,,2111,Kauri (2),
174.654333,-36.943223,3123,,,2112,Rimu,
174.654292,-36.943766,3124,,,2113,"Totara, Kowhai, Cabbage tree, Rimu (2), Kauri, Totara (5)",
174.654552,-36.94552,3125,,,2114," Rewarewa, Puriri",
174.65567,-36.946193,3126,,,2115,"Puriri (2), Totara (7),  Kauri",
174.653294,-36.945718,3127,,,2116,Totara,
174.669892,-36.921891,3128,,,2117,"Podocarp, Purple Honey Locust, Rimu, Silver Birch, Paper Birch, Black Tupelo, Silver Birch (2)",
174.669009,-36.922141,3129,,,2117,"Podocarp, Purple Honey Locust, Rimu, Silver Birch, Paper Birch, Black Tupelo, Silver Birch (2)",
174.668985,-36.922687,3130,,,2117,"Podocarp, Purple Honey Locust, Rimu, Silver Birch, Paper Birch, Black Tupelo, Silver Birch (2)",
174.669938,-36.922075,3131,,,2118,"Dawn Redwood, Rimu, Golden Totara",
174.646089,-36.88033,3132,,0,2141,Japanese Cedar,
174.637428,-36.921491,3133,,,2087,Pohutukawa,
174.637364,-36.921345,3134,,,2087,Pohutukawa,
174.637288,-36.921193,3135,,,2087,Pohutukawa,
174.637162,-36.920905,3136,,,2087,Pohutukawa,
174.637381,-36.920812,3137,,,2087,Pohutukawa,
174.637786,-36.920721,3138,,,2087,Pohutukawa,
174.637658,-36.921142,3139,,,2087,Pohutukawa,
174.638033,-36.920627,3140,,,2087,Pohutukawa,
174.638086,-36.92078,3141,,,2087,Pohutukawa,
174.638095,-36.920937,3142,,,2087,Pohutukawa,
174.637834,-36.921051,3143,,,2087,Pohutukawa,
174.744088,-36.792359,3144,,,1118,All native species more than 3.5 metres in height or more than 0.5 metres in circumference mea,
174.77498,-36.779047,3145,,0,1236,English Oak,
174.774899,-36.787297,3146,,0,1401,"4 Pohutukawa , 1 Norfolk Island Pine",
174.775031,-36.787847,3147,,0,1404,3 Pohutukawa,
174.644541,-36.883311,3148,,,2136,"Pohutukawa and Totara, Norfolk Island Pine",
174.644573,-36.883152,3149,,,2136,"Pohutukawa and Totara, Norfolk Island Pine",
174.660151,-36.395918,2001,,0,2625,Rimu,
174.758789,-36.883605,2002,,0,982,Pohutukawa x4,
174.971442,-37.051044,2003,,0,2257,"Totara, Rimu",
174.754824,-36.846717,2004,,0,34,"Swamp Cypress, London Plane (65)",
174.802419,-36.886227,2005,,0,338,Pohutukawa,
174.920582,-36.894736,2006,,0,1752,1x English Oak,
174.783613,-36.888503,2007,,0,1004,Rimu,
174.77538,-36.78846,2008,,0,1129,2 Pohutukawa,
174.480657,-36.94321,2009,,0,1791,Kauri - Te Toa,
174.901153,-37.016514,2010,,0,1661,1x English Oak,
174.779884,-36.849923,2011,,0,687,Norfolk Island Pine,
174.779037,-36.910229,2012,,0,504,Rimu,
174.750491,-36.985709,2013,,0,1782,Morton Bay Fig Trees,
174.695068,-36.583415,2014,,0,2295,Norfolk Pine,
174.449572,-36.680847,2015,,0,2585,Totara,
174.755011,-36.88077,2016,,0,270,"Kahikatea (2), Kauri
",
175.035948,-37.003106,2017,,0,1596,"Kahikatea, Elm (6)",
174.813098,-36.897836,2018,,0,455,Totara,
174.75284,-36.874981,2019,,0,715,Puriri,
174.662157,-36.400063,2020,,0,2393,"Liquidambar
Cedar
Japanese Cedar",
174.661942,-36.400082,2021,,0,2390,Liquidambar,
174.757222,-36.894368,2022,,0,963,Rimu,
174.706017,-36.786269,2023,,0,1078,English Oak,
174.761924,-36.898863,2024,,0,930,Kauri,
174.726337,-36.815916,2025,,0,1177,"Kauri (18), Eucalyptus",
174.900573,-37.017204,2026,,0,1687,Pohutukawa,
174.615705,-36.868033,2027,,0,1881,"Oak, Rimu",
174.615238,-36.867715,2028,,0,1878,Oaks,
174.799649,-36.294976,2029,,0,2373,Pohutukawa,
174.688796,-36.916584,2030,,0,1800,English Oaks,
174.756147,-36.758543,2031,,0,1115,Pohutukawa,
174.744139,-36.818273,2032,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.776607,-36.886941,2033,,0,304,English Oak,
174.944632,-37.070189,2034,,0,2209,Scarlet Gums,
174.611725,-36.930917,2035,,0,1849,Pine,
174.656731,-36.395158,2036,,0,2433,Oak,
174.655835,-36.396469,2037,,0,2385,Oak,
174.654732,-36.396011,2038,,0,2402,Pohutukawa,
174.739046,-36.801976,2039,,0,1322,Pohutukawa,
174.77113,-36.879077,2040,,0,213,"Pohutukawa, Australian Frangipani
",
174.750262,-36.891261,2041,,0,264,"Kauri, Brown Pine
",
174.70117,-36.906493,2042,,0,358,"Pohutukawa, Puriri, Pepper Tree, Totara",
174.752446,-36.872626,2043,,0,186,Cork Oak (2),
174.775415,-36.883736,2044,,0,297,Norfolk Island Pine,
174.749425,-36.812685,2045,,0,1430,All pohutukawa trees on the defined land which have a height of more than 3.5 metres or a trun,
174.788209,-36.907484,2046,,0,538,Phoenix Palm,
174.830309,-36.969002,2047,,0,1636,Group of New Zealand Beech Trees,
174.450591,-36.675025,2048,,0,2361,Pohutukawa,
174.738571,-36.80402,2049,,0,1162,Native Bush,
174.781245,-36.942474,2050,,0,1457,3x Norfolk Island Pine,
174.66839,-36.401874,2051,,0,2415,Various,
174.778127,-36.924544,2052,,0,609,Pohutukawa,
174.745223,-36.815906,2053,,0,1316,Puriri,
174.742718,-36.813541,2054,,0,1087,Pohutukawa,
174.705217,-36.600892,2055,,0,2521,Pohutukawa,
174.719146,-36.793466,2056,,0,1448,Grove of Kahikatea,
174.700342,-36.791341,2057,,0,1052,2 English Oak,
174.804324,-36.822,2058,,0,1426,Magnolia,
174.820158,-36.861643,2059,,0,697,Pohutukawa,
174.749506,-36.773327,2060,,0,1124,Elm,
174.804894,-36.829034,2061,,0,1193,Dragon Tree,
174.857044,-36.940671,2062,,0,660,Pohutukawa,
174.661195,-36.397877,2063,,0,2445,Totara,
174.799195,-36.829487,2064,,0,1069,Kauri,
174.853947,-36.858795,2065,,0,170,Pohutukawa (2),
174.909232,-37.034737,2066,,0,2212,Oak,
174.450763,-36.687156,2067,,0,2577,Pohutukawa,
174.74907,-36.812839,2068,,0,1430,All pohutukawa trees on the defined land which have a height of more than 3.5 metres or a trun,
174.738609,-36.79714,2069,,0,1024,English Oak,
174.754798,-36.809717,2070,,0,1154,"All pohutukawa trees and other native species which are more than 3.5 metres in height, or hav",
174.755145,-36.809266,2071,,0,1154,"All pohutukawa trees and other native species which are more than 3.5 metres in height, or hav",
174.755729,-36.808543,2072,,0,1154,"All pohutukawa trees and other native species which are more than 3.5 metres in height, or hav",
174.796561,-36.973044,2073,,0,1772,English Oak,
174.747553,-36.822718,2074,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.794531,-36.875226,2075,,0,994,English Oak,
174.768969,-36.872061,2076,,0,952,Totara,
174.757983,-36.877174,2077,,0,834,Monkey Puzzle,
174.72399,-36.801001,2078,,0,1142,Grove of native trees,
174.677717,-36.721371,2079,,0,1379,Kauri,
174.802488,-37.221036,2080,,0,2159,Oak Trees,
174.746673,-36.813837,2081,,0,1047,3 Pohutukawa,
175.040613,-36.987929,2082,,0,1565,Plane Tree,
174.74279,-36.795668,2083,,0,1265,All trees,
174.747626,-36.822974,2084,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.774726,-36.786874,2085,,0,1400,1 Pohutukawa,
174.739307,-36.813866,2086,,0,1122,All trees on the defined land with a height of more than 3.5 metres or a trunk circumference o,
174.893962,-37.015971,2087,,0,1659,Group of Native Trees,
174.746581,-36.819952,2088,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.739538,-36.813083,2089,,0,1122,All trees on the defined land with a height of more than 3.5 metres or a trunk circumference o,
174.962782,-37.053394,2090,,0,2230,Norfolk Island Pine,
174.692791,-36.589428,2091,,0,2498,Pohutukawa,
174.73901,-36.812617,2092,,0,1122,All trees on the defined land with a height of more than 3.5 metres or a trunk circumference o,
174.74844,-36.634775,2093,,0,2311,"English Oak, Common Oak
Italian Cypress, Pencil Pine

Canary Oak,
English Oak/Common Oak",
174.741888,-36.864903,2094,,0,873,Pohutukawa,
174.832504,-36.906633,2095,,0,583,Puriri,
174.749417,-36.821915,2096,,0,1288,"All pohutukawa trees and other native species which are more than 3.5 metres in height, or hav",
174.802507,-36.89149,2097,,0,340,"Phoenix Palm (Avenue of 64), Phoenix Palm (7), Phoenix Palm/Pohutukawa, Norfolk Island Pine (2",
174.747216,-36.821001,2098,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.758729,-36.746481,2099,,0,1449,Puriri,
174.750023,-36.822767,2100,,0,1288,"All pohutukawa trees and other native species which are more than 3.5 metres in height, or hav",
174.715001,-36.61334,2101,,0,2530,Pohutukawa,
174.707784,-36.543948,2102,,0,2472,Pohutukawa,
174.749655,-36.814151,2103,,0,1430,All pohutukawa trees on the defined land which have a height of more than 3.5 metres or a trun,
174.777789,-36.886797,2104,,0,301,Rimu,
174.747403,-36.825622,2105,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.871052,-36.978196,2106,,0,1762,1x Norfolk Island Pine,
174.785933,-36.873826,2107,,0,939,Pohutukawa,
174.749793,-36.823667,2108,,0,1288,"All pohutukawa trees and other native species which are more than 3.5 metres in height, or hav",
174.736849,-36.807493,2109,,0,1138,English Oak,
174.749883,-36.814028,2110,,0,1430,All pohutukawa trees on the defined land which have a height of more than 3.5 metres or a trun,
174.834502,-36.928763,2111,,0,636,Pohutukawa,
174.749647,-36.823021,2112,,0,1288,"All pohutukawa trees and other native species which are more than 3.5 metres in height, or hav",
174.747568,-36.822592,2113,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.777208,-36.904415,2114,,0,377,"Puriri, Phoenix Palm (3)
",
174.73456,-36.845169,2115,,0,53,Eucalyptus,
174.944375,-37.065258,2116,,0,2210,"Rimu, Kauri, Phoenix Palms and Oaks",
174.743001,-36.791819,2117,,0,1101,All native species more than 3.5 metres in height or more than 0.5 metres in circumference mea,
174.788322,-36.909224,2118,,0,564,Pohutukawa,
174.753401,-36.889584,2119,,0,918,Totara x 4,
174.740961,-36.855552,2120,,0,791,Pohutukawa,
174.791104,-36.891622,2121,,0,314,"Phoenix Palm, Pohutukawa",
174.855888,-36.976631,2122,,0,1499,2x Phoenix Palm and 1x Norfolk Island Hibiscus,
174.659084,-36.776621,2123,,0,1874,Pohutukawa,
174.749041,-36.820443,2124,,0,1288,"All pohutukawa trees and other native species which are more than 3.5 metres in height, or hav",
174.684539,-36.720367,2125,,0,1383,6  5 English Oak,
174.749327,-36.893245,2126,,0,359,"Karaka (2), Puriri (3), English Oak, Pohutukawa
",
174.747102,-36.820688,2127,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.802642,-36.882244,2128,,0,819,Puriri,
174.742401,-36.817572,2129,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.724713,-36.848294,2130,,0,784,Pohutukawa,
174.751959,-36.858637,2131,,0,1010,Phoenix Palm,
174.770213,-36.868428,2132,,0,806,Puriri,
174.790917,-36.908581,2133,,0,539,"Norfolk Island Pine, pohutukawa",
174.868917,-36.912375,2134,,0,1495,2x Weeping Willow,
174.738041,-36.814939,2135,,0,1122,All trees on the defined land with a height of more than 3.5 metres or a trunk circumference o,
174.686196,-36.894953,2136,,0,763,Pohutukawa,
174.74599,-36.819325,2137,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.694557,-36.582205,2138,,0,2300,Norfolk Pine,
174.939664,-37.058276,2139,,0,2215,Phoenix Palm,
174.782687,-36.9169,2140,,0,519,Puriri,
174.743559,-36.841376,2141,,0,73,Phoenix Palm,
174.84545,-36.937352,2142,,0,651,All trees over 4m,
174.844639,-36.928969,2143,,0,645,Golden Poplar,
174.884335,-36.938562,2144,,0,1484,1x Totara and 1x Pohutukawa,
174.76915,-36.900772,2145,,0,828,Copper Beech,
174.764108,-36.898993,2146,,0,851,Pohutukawa (2),
174.864445,-36.969503,2147,,0,1717,1x Norfolk Island Pine,
174.655463,-36.398671,2148,,0,2389,Totara,
174.924559,-36.900961,2149,,0,1544,1x Norfolk Island Pine and 23x Oak,
174.903134,-37.202243,2150,,0,2174,Titoki,
174.943672,-37.07385,2151,,0,2235,"Native group containing Totara (2), Rimu (1), Rawerawa (1), Kauri (3)",
174.77424,-36.908,2152,,0,501,Pohutukawa,
174.736027,-36.806559,2153,,0,1136,Row of English Oak,
174.753852,-36.857088,2154,,0,137,"Norfolk Island Pine, English Oaks, Pohutukawa
",
174.812924,-36.891534,2155,,0,341,"Pohutukawa (2) 
Wych Elm 
",
174.775184,-36.887449,2156,,0,818,Palm,
174.838582,-36.927855,2157,,0,635,"London Plane (32), Cottonwood",
174.690301,-36.58236,2158,,0,2310,"Macrocarpa, Monterey Cypress",
174.765293,-36.892513,2159,,0,747,Cotton Palm (2),
174.712824,-36.428959,2160,,0,2622,Norfolk Pine,
174.853407,-36.90791,2161,,0,600,Pohutukawa,
174.773768,-36.885187,2162,,0,758,Nikau,
174.731307,-36.869634,2163,,0,180,Pohutukawa,
174.665027,-36.404925,2164,,0,2401,"Rata
Pohutukawa
Pohutukawa",
174.624682,-36.873973,2165,,0,1846,Rimu,
174.754396,-37.243822,2166,,0,2168,"Taraire, Totara",
174.771121,-36.868671,2167,,0,877,Totara,
174.643063,-36.841176,2168,,0,1890,Walnut,
174.778013,-36.897902,2169,,0,386,Pohutukawa,
174.747496,-36.8249,2170,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.739105,-36.842167,2171,,0,72,English Oak,
174.637405,-36.880689,2172,,0,2138,Norfolk Island Pine,
174.906978,-37.018955,2173,,0,1728,Group of Totara Trees,
174.7499,-36.823799,2174,,0,1288,"All pohutukawa trees and other native species which are more than 3.5 metres in height, or hav",
174.736938,-36.812918,2175,,0,1122,All trees on the defined land with a height of more than 3.5 metres or a trunk circumference o,
174.898521,-37.009181,2176,,0,1682,1x Norfolk Island Pine,
174.89492,-37.010938,2177,,0,1774,Group of Native Trees,
174.774906,-36.905268,2178,,0,391,Pohutukawa,
174.78975,-36.811454,2179,,0,1075,2 English Oak,
174.949093,-37.063748,2180,,0,2268,"Totara, Rimu",
175.039256,-36.990134,2181,,0,1569,"English Oak, Totara",
174.77051,-36.846861,2182,,0,6,"Pohutukawa, Maidenhair Tree",
174.736696,-36.845037,2183,,0,694,Puriri,
174.821085,-36.855761,2184,,0,702,Pohutukawa,
174.774303,-36.784395,2185,,0,1396,Monterey Cypress,
174.780445,-36.861934,2186,,0,972,Pohutukawa,
174.787239,-36.915507,2187,,0,555,Tulip Tree,
174.722827,-36.624728,2188,,0,2545,Pohutukawa,
174.887766,-36.909735,2189,,0,1631,1x Pohutukawa,
174.755509,-36.738342,2190,,0,1242,2 Canary Island Date Palm,
174.842986,-36.933923,2191,,0,650,"Puriri, Pohutukawa
",
174.434616,-36.661031,2192,,0,2574,Norfolk pine,
174.728688,-36.81348,2193,,0,1160,"Puriri, Pohutukawa",
174.58235,-36.86494,2194,,0,1829,Oak,
174.903769,-37.017621,2195,,0,1755,Group of Native Trees,
174.837185,-36.903135,2196,,0,462,Pohutukawa,
174.717245,-36.884974,2197,,0,978,Pohutukawa,
174.734977,-36.805918,2198,,0,1136,Row of English Oak,
174.757309,-36.777795,2199,,0,1364,2 Totara,
174.900876,-37.199895,2200,,0,2176,Judas Tree,
174.793087,-36.625197,2201,,0,2620,Norfolk Pine and 2 Oaks,
174.781555,-36.797332,2202,,0,1208,"2 English Oak , puriri",
174.707132,-36.898537,2203,,0,353,English Oak,
174.741051,-36.79109,2204,,0,1101,All native species more than 3.5 metres in height or more than 0.5 metres in circumference mea,
174.772823,-36.785357,2205,,0,1170,"Holm Oak , Pohutukawa",
174.777483,-36.847458,2206,,0,11,Pohutukawa,
174.953953,-37.070256,2207,,0,2269,Elm,
174.789932,-36.893275,2208,,0,416,Copper Beech,
174.791629,-36.923363,2209,,0,623,Macrocarpa,
174.697374,-36.587704,2210,,0,2298,"Norfolk Pine, Pohutukawa",
174.692502,-36.577218,2211,,0,2487,Pohutukawa,
174.77741,-36.913374,2212,,0,511,"Magnolia, titoki",
174.453074,-36.675545,2213,,0,2337,Phoenix Palm,
174.802729,-36.885995,2214,,0,337,Totara,
174.717092,-36.878933,2215,,0,178,Norfolk Island Pine,
174.825525,-36.858014,2216,,0,709,Pohutukawa,
174.771974,-36.817032,2217,,0,1258,Bunya Bunya,
174.847587,-36.984796,2218,,0,1512,Various native and exotic trees,
174.747709,-36.80557,2219,,0,1165,Pohutukawa,
174.901873,-37.011415,2220,,0,1740,Stand of Totara Trees,
174.949458,-37.064409,2221,,0,2220,Oak,
174.946014,-37.185019,2222,,0,2177,Rimu Tree,
174.901834,-37.012033,2223,,0,1719,Group of Native Trees,
174.788285,-36.827863,2224,,0,1349,3 Pohutukawa,
174.715638,-36.612524,2225,,0,2530,Pohutukawa,
174.898801,-37.011259,2226,,0,1638,Group of Native Trees,
174.792994,-36.868023,2227,,0,879,Kawaka,
174.908627,-36.897466,2228,,0,1533,1x Pohutukawa and 1x Rata,
174.656217,-36.397822,2229,,0,2406,Rimu,
174.711275,-36.869327,2230,,0,174,Pohutukawa,
174.781375,-36.882259,2231,,0,296,Totara,
175.03711,-36.996685,2232,,0,1594,1x Copper Beach,
174.80914,-36.876755,2233,,0,856,Maritime Pine,
174.949772,-37.060731,2234,,0,2226,"Juniper, Cypress",
174.704689,-36.860571,2235,,0,102,"Camphor Laurel, Pohutukawa, Totara, Common Oak+C702",
174.742112,-36.844277,2236,,0,65,Pohutukawa,
174.898732,-37.01224,2237,,0,1645,Group of Native Trees,
174.898789,-37.012665,2238,,0,1650,Group of Native Trees,
174.715151,-36.888524,2239,,0,258,Phoenix Palm,
174.737072,-36.806012,2240,,0,1220,Monterey cypress,
174.736771,-37.246038,2241,,0,2150,Plane Tree,
174.899639,-37.019238,2242,,0,1747,Group of Totara,
174.69027,-36.575091,2243,,0,2288,Norfolk Pine,
174.742774,-36.809822,2244,,0,1202,"2 Canary Island Date Palm, 19 Pohutukawa, 3 Lawson Cypress , puriri, 3 karaka, 2 oak, acmena",
174.692212,-36.576533,2245,,0,2606,Pohutukawa,
174.900412,-37.017305,2246,,0,1691,Pohutukawa,
175.041471,-36.989753,2247,,0,1576,"Kahikatea (2), 1x Syzygium spp",
174.708818,-36.60533,2248,,0,2528,Pohutukawa,
174.733756,-36.854086,2249,,0,115,Gowan Cypress,
174.933003,-37.058477,2250,,0,2258,Oak,
174.786635,-36.909567,2251,,0,563,Pohutukawa,
175.040999,-36.986958,2252,,0,1563,Liquidambar/ Sweet Gum,
174.81351,-36.896591,2253,,0,445,Totara,
174.74623,-36.639364,2254,,0,2567,Kahikatea,
174.753928,-36.810566,2255,,0,1154,"All pohutukawa trees and other native species which are more than 3.5 metres in height, or hav",
174.753324,-36.810787,2256,,0,1154,"All pohutukawa trees and other native species which are more than 3.5 metres in height, or hav",
174.692839,-36.5777,2257,,0,2303,Norfolk Pine,
174.690123,-36.574908,2258,,0,2289,Norfolk Pine,
174.770371,-36.864545,2259,,0,142,"Nettle Tree, English Oak (5), Cedar
",
174.89911,-37.009557,2260,,0,1667,Group of Native Trees,
174.803237,-36.873972,2261,,0,232,South Queensland Kauri,
174.774275,-36.795514,2262,,0,1245,Copper Beech,
174.766861,-36.861959,2263,,0,889,"Pohutukawa, Incense Cedar",
174.45094,-36.680112,2264,,0,2335,"English Oak, Common Oak",
174.793978,-36.869739,2265,,0,882,Totara,
174.768056,-36.90377,2266,,0,365,Pohutukawa,
174.764576,-36.769129,2267,,0,1298,Pohutukawa,
174.806886,-36.821245,2268,,0,1335,2 Pohutukawa,
174.868059,-36.887072,2269,,0,348,Pohutukawa,
174.899216,-37.019429,2270,,0,1769,Group of Native Trees,
174.794136,-36.812864,2271,,0,1268,Pohutukawa,
174.774618,-36.785952,2272,,0,1407,Pohutukawa,
174.783562,-36.913047,2273,,0,536,"Pohutukawa, Totara",
